order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit,final_sale
5887,2023-08-12,Same Day,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003610,3,5.4,174.6,43.79999999999998,523.8
5888,2022-06-06,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,OFF-ST-10001837,1,2.0,38.0,8.0,38.0
5889,2022-09-29,Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South,Office Supplies,Paper,OFF-PA-10001952,2,2.0,48.0,16.0,96.0
5890,2023-04-01,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,OFF-BI-10002414,2,1.2,28.8,-2.3999999999999986,57.6
5891,2022-10-24,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10001790,1,1.2,38.8,8.799999999999997,38.8
5892,2022-03-03,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10001590,2,1.0,19.0,-2.0,38.0
5893,2023-07-12,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10003657,3,1.6,78.4,25.200000000000017,235.20000000000002
5894,2023-12-15,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,OFF-BI-10004876,1,0.0,0.0,0.0,0.0
5895,2023-12-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10003123,3,3.0,97.0,21.0,291.0
5896,2022-08-24,Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,OFF-LA-10003498,3,0.8,39.2,-2.3999999999999915,117.60000000000001
5897,2023-09-25,Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10004947,5,0.6,19.4,-3.000000000000007,97.0
5898,2023-03-28,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,FUR-FU-10003799,4,2.8,67.2,-11.199999999999989,268.8
5899,2023-01-11,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,TEC-PH-10000673,4,7.8,252.2,88.79999999999995,1008.8
5900,2022-11-20,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10002621,1,0.4,9.6,-0.40000000000000036,9.6
5901,2022-11-09,Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004528,9,1.0,19.0,-9.0,171.0
5902,2022-06-05,Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,FUR-FU-10001889,3,1.2,28.8,-3.599999999999998,86.4
5903,2022-06-21,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10000157,3,2.4,57.6,-7.199999999999996,172.8
5904,2022-11-27,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10002764,4,2.0,48.0,32.0,192.0
5905,2022-06-14,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10000143,5,1.2,28.8,-5.9999999999999964,144.0
5906,2023-09-28,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,OFF-LA-10000414,4,1.2,38.8,35.19999999999999,155.2
5907,2023-05-13,Same Day,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10003441,1,0.8,19.2,-0.8000000000000007,19.2
5908,2022-06-17,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10002353,2,0.6,19.4,-1.2000000000000028,38.8
5909,2022-01-08,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,OFF-AP-10001303,3,1.8,58.2,24.60000000000001,174.60000000000002
5910,2023-09-12,Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Furnishings,FUR-FU-10003026,3,0.4,9.6,-1.200000000000001,28.799999999999997
5911,2022-11-24,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10000632,3,2.0,98.0,54.0,294.0
5912,2022-09-24,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10001328,3,1.5,48.5,25.5,145.5
5913,2022-03-11,Second Class,Corporate,United States,Owensboro,Kentucky,42301,South,Office Supplies,Supplies,OFF-SU-10004661,3,1.5,28.5,25.5,85.5
5914,2023-11-21,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000617,5,0.2,9.8,-0.9999999999999964,49.0
5915,2023-08-07,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10002762,7,3.6,86.4,114.80000000000004,604.8000000000001
5916,2022-06-08,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10001973,2,4.0,196.0,32.0,392.0
5917,2022-09-07,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10003058,4,1.8,88.2,32.80000000000001,352.8
5918,2022-03-03,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10004834,6,211.5,4018.5,1251.0,24111.0
5919,2022-02-02,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10002213,5,80.0,1920.0,1000.0,9600.0
5920,2022-12-16,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002170,3,8.4,201.6,4.799999999999983,604.8
5921,2022-05-02,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10003033,2,33.0,627.0,154.0,1254.0
5922,2023-09-21,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10004071,2,3.3,106.7,13.400000000000006,213.4
5923,2022-08-18,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10000169,4,1.4,68.6,34.39999999999998,274.4
5924,2023-11-24,Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10002958,2,15.5,294.5,89.0,589.0
5925,2023-03-14,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10001177,7,0.8,19.2,-5.600000000000005,134.4
5926,2023-07-07,Standard Class,Corporate,United States,Bellingham,Washington,98226,West,Technology,Accessories,TEC-AC-10004975,10,44.0,1056.0,460.0,10560.0
5927,2022-11-14,Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,FUR-TA-10001086,8,61.0,1159.0,472.0,9272.0
5928,2023-05-03,Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Labels,OFF-LA-10000240,1,0.2,9.8,-0.1999999999999993,9.8
5929,2022-09-12,Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Furniture,Furnishings,FUR-FU-10002107,4,0.4,9.6,-1.6000000000000014,38.4
5930,2022-12-29,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,FUR-BO-10001519,3,3.6,86.4,-10.799999999999983,259.20000000000005
5931,2022-05-01,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10004100,3,0.6,19.4,-1.8000000000000043,58.199999999999996
5932,2022-10-01,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10001363,2,13.6,666.4,72.79999999999995,1332.8
5933,2023-03-25,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10004835,3,0.4,9.6,-1.200000000000001,28.799999999999997
5934,2022-04-21,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10002018,3,0.4,19.6,-1.1999999999999957,58.800000000000004
5935,2022-09-11,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003033,2,10.6,519.4,58.799999999999955,1038.8
5936,2023-09-24,Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10000221,5,1.2,28.8,-5.9999999999999964,144.0
5937,2023-07-25,Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10001198,3,5.4,174.6,43.79999999999998,523.8
5938,2022-12-10,Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,TEC-PH-10002564,3,2.1,67.9,23.700000000000017,203.70000000000002
5939,2023-03-09,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,TEC-PH-10003811,1,2.0,98.0,8.0,98.0
5940,2022-07-18,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Labels,OFF-LA-10004178,4,0.2,9.8,-0.7999999999999972,39.2
5941,2022-01-10,Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10001465,12,8.8,431.2,734.3999999999999,5174.4
5942,2023-11-18,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10000940,2,0.2,9.8,-0.3999999999999986,19.6
5943,2023-09-08,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,TEC-PH-10001700,4,8.4,201.6,46.39999999999998,806.4
5944,2023-02-18,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10000771,1,0.4,9.6,-0.40000000000000036,9.6
5945,2022-10-16,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10002399,5,5.0,95.0,75.0,475.0
5946,2022-08-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10004983,4,0.9,29.1,36.400000000000006,116.4
5947,2022-12-04,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10004258,4,1.5,48.5,-6.0,194.0
5948,2023-12-30,Second Class,Home Office,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,OFF-BI-10004040,5,0.9,29.1,-4.499999999999993,145.5
5949,2022-10-24,Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Envelopes,OFF-EN-10003862,4,1.2,38.8,35.19999999999999,155.2
5950,2023-11-02,Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Technology,Accessories,TEC-AC-10004571,3,9.0,291.0,33.0,873.0
5951,2023-02-11,Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Appliances,OFF-AP-10000891,2,10.4,249.6,19.19999999999999,499.2
5952,2022-02-13,Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Binders,OFF-BI-10002026,6,4.6,225.4,92.40000000000003,1352.4
5953,2023-05-02,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001826,4,0.8,19.2,-3.200000000000003,76.8
5954,2022-08-08,First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10001231,5,0.5,9.5,-2.5,47.5
5955,2022-10-21,Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,FUR-FU-10000409,2,1.0,19.0,-2.0,38.0
5956,2023-07-31,Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Bookcases,FUR-BO-10002545,4,10.4,509.6,318.4000000000001,2038.4
5957,2022-04-27,Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10002756,5,20.4,659.6,548.0000000000001,3298.0
5958,2022-07-05,Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,OFF-AP-10003842,5,6.0,144.0,70.0,720.0
5959,2022-06-03,Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10004459,4,0.9,29.1,-3.5999999999999943,116.4
5960,2022-04-10,Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Chairs,FUR-CH-10003746,3,23.1,746.9,80.69999999999993,2240.7
5961,2022-05-19,Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10003142,4,0.6,19.4,-2.4000000000000057,77.6
5962,2022-06-01,Second Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001425,9,17.4,562.6,743.4000000000002,5063.400000000001
5963,2023-07-29,Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,OFF-AP-10001626,2,0.2,9.8,-0.3999999999999986,19.6
5964,2022-07-25,Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10003625,4,2.4,117.6,70.39999999999998,470.4
5965,2022-03-11,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,OFF-SU-10004768,3,0.4,19.6,-1.1999999999999957,58.800000000000004
5966,2023-11-01,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10000777,6,4.6,225.4,92.40000000000003,1352.4
5967,2022-05-25,Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003171,3,5.5,104.5,13.5,313.5
5968,2023-08-23,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001033,2,4.0,76.0,12.0,152.0
5969,2023-08-01,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10000418,1,4.0,96.0,6.0,96.0
5970,2022-11-08,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10001982,2,0.5,9.5,-1.0,19.0
5971,2023-07-16,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10002230,4,0.4,19.6,-1.5999999999999943,78.4
5972,2023-10-03,First Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,FUR-FU-10003577,3,1.6,38.4,-4.800000000000004,115.19999999999999
5973,2023-01-03,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,FUR-BO-10001811,1,12.0,228.0,18.0,228.0
5974,2023-03-03,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,OFF-AP-10003779,2,16.4,393.6,67.20000000000005,787.2
5975,2023-02-14,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10000676,5,11.7,378.3,341.50000000000006,1891.5
5976,2023-02-22,Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Storage,OFF-ST-10001496,2,10.8,349.2,38.39999999999998,698.4
5977,2023-09-17,Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Paper,OFF-PA-10003673,2,0.2,9.8,-0.3999999999999986,19.6
5978,2023-12-13,First Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,TEC-PH-10004614,10,22.0,528.0,380.0,5280.0
5979,2022-06-27,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Tables,FUR-TA-10001039,5,17.2,412.8,364.00000000000006,2064.0
5980,2023-05-12,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10000474,2,0.9,29.1,18.200000000000003,58.2
5981,2022-08-23,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,FUR-CH-10004698,2,8.0,152.0,24.0,304.0
5982,2022-07-10,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,OFF-ST-10003327,2,0.6,19.4,-1.2000000000000028,38.8
5983,2022-02-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000232,2,0.5,9.5,-1.0,19.0
5984,2023-12-26,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10003657,6,0.8,19.2,-4.800000000000004,115.19999999999999
5985,2022-02-27,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Furnishings,FUR-FU-10001185,6,9.5,180.5,123.0,1083.0
5986,2022-11-25,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Binders,OFF-BI-10003007,2,2.4,77.6,15.199999999999989,155.2
5987,2023-09-15,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Storage,OFF-ST-10002485,4,1.8,88.2,32.80000000000001,352.8
5988,2022-11-09,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Paper,OFF-PA-10001033,6,5.0,245.0,210.0,1470.0
5989,2023-11-14,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Binders,OFF-BI-10000404,1,0.2,9.8,-0.1999999999999993,9.8
5990,2023-10-24,Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Bookcases,FUR-BO-10003546,5,25.0,475.0,75.0,2375.0
5991,2022-04-01,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10004390,7,118.0,2242.0,1834.0,15694.0
5992,2023-06-26,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10001700,7,11.1,358.9,342.29999999999984,2512.2999999999997
5993,2022-03-01,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10003396,3,3.6,176.4,19.200000000000017,529.2
5994,2022-03-07,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,OFF-ST-10001558,5,2.4,57.6,38.00000000000001,288.0
5995,2023-06-24,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,OFF-SU-10004782,2,0.2,9.8,-0.3999999999999986,19.6
5996,2023-11-09,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10003298,5,18.4,441.6,208.0000000000001,2208.0
5997,2023-10-29,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10000576,4,19.5,370.5,82.0,1482.0
5998,2022-06-26,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Tables,FUR-TA-10003008,3,13.2,316.8,170.40000000000003,950.4000000000001
5999,2023-11-12,Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Furniture,Chairs,FUR-CH-10001708,3,10.2,329.8,149.40000000000003,989.4000000000001
6000,2023-11-30,Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Office Supplies,Paper,OFF-PA-10000019,4,1.5,28.5,34.0,114.0
6001,2022-09-20,Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Office Supplies,Paper,OFF-PA-10002222,4,1.8,88.2,-7.199999999999989,352.8
6002,2022-09-02,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,FUR-FU-10002553,3,1.8,88.2,-5.3999999999999915,264.6
6003,2023-10-08,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10002103,2,0.2,9.8,-0.3999999999999986,19.6
6004,2022-06-01,Standard Class,Consumer,United States,Miami,Florida,33142,South,Office Supplies,Binders,OFF-BI-10002794,1,0.3,9.7,-0.3000000000000007,9.7
6005,2022-08-10,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10002597,4,1.0,19.0,-4.0,76.0
6006,2022-03-03,Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,FUR-CH-10003535,2,3.3,106.7,13.400000000000006,213.4
6007,2023-01-12,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Technology,Phones,TEC-PH-10001527,3,6.5,123.5,40.5,370.5
6008,2022-04-30,First Class,Corporate,United States,Florence,South Carolina,29501,South,Furniture,Furnishings,FUR-FU-10004006,3,2.6,127.4,52.20000000000002,382.20000000000005
6009,2023-09-03,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10000595,3,3.5,66.5,19.5,199.5
6010,2023-03-21,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10000798,3,2.1,67.9,23.700000000000017,203.70000000000002
6011,2023-04-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,TEC-MA-10004002,6,51.0,2499.0,1554.0,14994.0
6012,2022-06-29,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,OFF-EN-10003296,3,10.8,259.2,87.59999999999997,777.5999999999999
6013,2023-03-29,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10004345,3,8.7,281.3,63.900000000000034,843.9000000000001
6014,2023-03-21,First Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10004405,5,0.5,9.5,-2.5,47.5
6015,2022-04-25,First Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10002885,8,124.8,4035.2,1961.5999999999985,32281.6
6016,2023-10-23,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10000747,2,3.6,86.4,12.800000000000011,172.8
6017,2022-08-31,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10001918,7,1.2,28.8,-8.399999999999995,201.6
6018,2023-05-24,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10003309,3,0.8,19.2,-2.400000000000002,57.599999999999994
6019,2022-01-16,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001977,1,1.8,58.2,8.200000000000003,58.2
6020,2023-03-24,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10002892,5,1.8,88.2,41.000000000000014,441.0
6021,2023-04-25,Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Office Supplies,Appliances,OFF-AP-10002222,2,0.8,19.2,-1.6000000000000014,38.4
6022,2023-04-03,Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Technology,Accessories,TEC-AC-10000158,2,3.5,66.5,13.0,133.0
6023,2023-06-07,Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,OFF-EN-10002600,3,0.2,9.8,-0.5999999999999979,29.400000000000002
6024,2023-12-23,First Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Accessories,TEC-AC-10004855,2,2.1,67.9,15.800000000000011,135.8
6025,2022-02-24,Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,OFF-AP-10000938,8,26.0,624.0,272.0,4992.0
6026,2022-03-29,Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002195,2,0.4,9.6,-0.8000000000000007,19.2
6027,2023-07-24,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,OFF-FA-10002701,5,0.2,9.8,-0.9999999999999964,49.0
6028,2023-05-15,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,TEC-PH-10003589,5,1.4,68.6,42.99999999999997,343.0
6029,2023-09-13,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,OFF-AR-10003752,2,1.0,19.0,-2.0,38.0
6030,2023-09-17,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10003829,3,0.5,9.5,-1.5,28.5
6031,2022-12-31,Same Day,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,FUR-CH-10000155,1,4.8,235.2,35.19999999999999,235.2
6032,2023-06-26,Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East,Furniture,Furnishings,FUR-FU-10003142,4,1.0,19.0,-4.0,76.0
6033,2022-03-16,First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10001218,5,2.5,47.5,37.5,237.5
6034,2023-09-22,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10002963,3,0.6,19.4,-1.8000000000000043,58.199999999999996
6035,2023-07-03,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Appliances,OFF-AP-10002578,2,1.0,19.0,-2.0,38.0
6036,2022-03-01,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,OFF-BI-10003925,4,6.2,303.8,135.20000000000005,1215.2
6037,2022-09-14,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Furniture,Furnishings,FUR-FU-10003347,3,2.0,38.0,24.0,114.0
6038,2023-07-03,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Binders,OFF-BI-10000315,6,4.4,105.6,33.599999999999966,633.5999999999999
6039,2023-07-12,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Storage,OFF-ST-10002583,4,2.6,127.4,29.600000000000023,509.6
6040,2022-04-19,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Art,OFF-AR-10003469,3,0.5,9.5,-1.5,28.5
6041,2022-10-28,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10001817,3,17.2,842.8,338.39999999999986,2528.3999999999996
6042,2022-04-17,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Machines,TEC-MA-10001031,3,10.2,499.8,119.40000000000003,1499.4
6043,2023-10-21,Standard Class,Consumer,United States,Sierra Vista,Arizona,85635,West,Furniture,Furnishings,FUR-FU-10002088,2,0.3,9.7,-0.6000000000000014,19.4
6044,2023-08-01,Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,FUR-CH-10001482,3,15.5,294.5,133.5,883.5
6045,2023-04-08,Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,OFF-PA-10001526,7,0.9,29.1,-6.29999999999999,203.70000000000002
6046,2022-07-06,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,FUR-FU-10002937,3,9.6,230.4,91.20000000000002,691.2
6047,2022-04-22,Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,FUR-TA-10001771,3,27.6,662.4,247.19999999999993,1987.1999999999998
6048,2022-02-06,Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,OFF-BI-10003305,9,0.6,19.4,-5.400000000000013,174.6
6049,2023-12-25,Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,OFF-BI-10001359,5,27.0,1323.0,815.0,6615.0
6050,2022-04-13,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10000483,7,8.5,161.5,80.5,1130.5
6051,2023-06-06,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Art,OFF-AR-10000658,5,1.2,58.8,-6.000000000000014,294.0
6052,2022-03-17,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,OFF-AP-10001205,5,5.4,264.6,23.000000000000114,1323.0
6053,2023-10-01,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002586,3,0.2,9.8,-0.5999999999999979,29.400000000000002
6054,2022-02-19,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,FUR-FU-10004963,4,0.6,29.4,-2.4000000000000057,117.6
6055,2023-08-03,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10002071,7,0.4,9.6,-2.8000000000000025,67.2
